GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AUO6E001,NAME_M,AUO6M001
"G1100010009602","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009602",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009602",,,"11001009602","Census Tract 96.02, District of Columbia, District of Columbia",5822,"Census Tract 96.02, District of Columbia, District of Columbia",780
"G1100010009603","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009603",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009603",,,"11001009603","Census Tract 96.03, District of Columbia, District of Columbia",3598,"Census Tract 96.03, District of Columbia, District of Columbia",621
"G1100010009604","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009604",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009604",,,"11001009604","Census Tract 96.04, District of Columbia, District of Columbia",1970,"Census Tract 96.04, District of Columbia, District of Columbia",548
"G1100010009700","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009700",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009700",,,"11001009700","Census Tract 97, District of Columbia, District of Columbia",3237,"Census Tract 97, District of Columbia, District of Columbia",682
"G1100010009801","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009801",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009801",,,"11001009801","Census Tract 98.01, District of Columbia, District of Columbia",1844,"Census Tract 98.01, District of Columbia, District of Columbia",394
"G1100010009802","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009802",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009802",,,"11001009802","Census Tract 98.02, District of Columbia, District of Columbia",2286,"Census Tract 98.02, District of Columbia, District of Columbia",515
"G1100010009803","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009803",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009803",,,"11001009803","Census Tract 98.03, District of Columbia, District of Columbia",2805,"Census Tract 98.03, District of Columbia, District of Columbia",831
"G1100010009804","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009804",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009804",,,"11001009804","Census Tract 98.04, District of Columbia, District of Columbia",2989,"Census Tract 98.04, District of Columbia, District of Columbia",607
"G1100010009807","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009807",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009807",,,"11001009807","Census Tract 98.07, District of Columbia, District of Columbia",3474,"Census Tract 98.07, District of Columbia, District of Columbia",769
"G1100010009810","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009810",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009810",,,"11001009810","Census Tract 98.10, District of Columbia, District of Columbia",2109,"Census Tract 98.10, District of Columbia, District of Columbia",700
"G1100010009811","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009811",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009811",,,"11001009811","Census Tract 98.11, District of Columbia, District of Columbia",4462,"Census Tract 98.11, District of Columbia, District of Columbia",1070
"G1100010009901","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009901",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009901",,,"11001009901","Census Tract 99.01, District of Columbia, District of Columbia",2080,"Census Tract 99.01, District of Columbia, District of Columbia",312
"G1100010009902","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009902",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009902",,,"11001009902","Census Tract 99.02, District of Columbia, District of Columbia",3006,"Census Tract 99.02, District of Columbia, District of Columbia",833
"G1100010009903","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009903",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009903",,,"11001009903","Census Tract 99.03, District of Columbia, District of Columbia",2128,"Census Tract 99.03, District of Columbia, District of Columbia",487
